Faixa,CA,Processo,Coordenador,Instituição,UF,Região,Recomendação CA,Aprovação,Custeio.Aprov,Capital.Aprov,Bolsas.Aprov,Total.Aprovado
Faixa B,EC,403783/2023-2,Jorge Luis Akasaki,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,407227/2023-7,Fernando Henrique Martins Portelinha,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,403529/2023-9,Andrea Parisi Kern,UB,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,421405/2023-6,Suelly Helena de Araujo Barroso,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,408570/2023-7,Guilherme Chagas Cordeiro,UENF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,405541/2023-6,Reymard Savio Sampaio de Melo,UFBA,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,421315/2023-7,Marta Pereira da Luz,PUC GOIÁS,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,401915/2023-9,Saulo Rocha Ferreira,UFLA,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,406708/2023-1,Marcelo Henrique Farias de Medeiros,UFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,405962/2023-1,Jose Americo Alves Salvador Filho,IFSP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,408306/2023-8,Juciela Cristina dos Santos,ABMS,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,402218/2023-0,Alex Neves Junior,UFMT,MT,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,406854/2023-8,Fabiano Rogerio Correa,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,402689/2023-2,Nathalia Bezerra de Lima,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,407020/2023-3,Andreza Kalbusch,UDESC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,421902/2023-0,Alfonso Pappalardo Junior,MACKENZIE,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,405223/2023-4,Marcelo de Souza Picanco,UFPA,PA,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,405983/2023-9,Flavia Schmidt de Andrade Lima,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408966/2023-8,Priscila Benitez,UFABC,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401951/2023-5,Jean Mac Cole Tavares Santos,UERN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405463/2023-5,Adriana Maria Paulo da Silva,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421947/2023-3,Hudday Mendes da Silva,URCA,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406916/2023-3,Camila Mugnai Vieira,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404522/2023-8,Gabriela Medeiros Nogueira,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409260/2023-1,Neuma Teixeira dos Santos,UFRA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406279/2023-3,Leandro Sartori Goncalves,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406783/2023-3,Mario Borges Netto,UFU,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402675/2023-1,Francisco Eteval da Silva Feitosa,UFAM,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409864/2023-4,Allan da Silva Coelho,USF,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421792/2023-0,Roberia Vieira Barreto Gomes,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406225/2023-0,Diego dos Santos Reis,UFPB,PB,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,422025/2023-2,Lisiane Barcellos Calheiro,UFMS,MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402479/2023-8,Jairo Antonio da Paixao,UFV,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407533/2023-0,Angela Adriane Schmidt Bersch,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405462/2023-9,Sandro Faccin Bortolazzo,UFPEL,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402585/2023-2,Aline de Morais Limeira,UFPB,PB,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403204/2023-2,Diego Carlos Pereira,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405771/2023-1,Selma Barboza Perdomo,UEA,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402686/2023-3,Gislene Aparecida da Silva Barbosa,IFSP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402418/2023-9,Sabrina do Couto de Miranda,UEG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409226/2023-8,Carla Lopes Rodriguez,UFABC,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409816/2023-0,Fernando Selmar Rocha Fidalgo,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405414/2023-4,Daniela Leal,UNOCHAPECO,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404252/2023-0,Celiane Costa Machado,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408355/2023-9,Daniele Cristina de Souza,UFTM,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,422039/2023-3,Maria Alves de Azeredo,UFPB,PB,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405201/2023-0,Analise de Jesus da Silva,EJA,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406991/2023-5,Anderson da Cunha Baia,UFV,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421687/2023-1,Vanessa Franco Neto,UFMS,MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408791/2023-3,Samantha Dias de Lima,IFRS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420961/2023-2,Eliete Zanelato,UNIR,RO,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408351/2023-3,Adriana Gomes Dickman,PUC Minas,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409473/2023-5,Ana Pires do Prado,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405619/2023-5,Nicolas Maillard,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420634/2023-1,Carolina Pereira Aranha,UFMA,MA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420662/2023-5,Patricia Fernanda de Oliveira Cabral,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401782/2023-9,Luiz Gustavo Franco,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404779/2023-9,Catia Piccolo Viero Devechi,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406670/2023-4,Lucas Carato Mazzi,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404456/2023-5,Carine Bueira Loureiro,IFRS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409538/2023-0,Jadilson Ramos de Almeida,UFRPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420871/2023-3,Andre Gustavo Ferreira da Silva,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,422009/2023-7,Sonia Maria Clareto,UFJF,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421040/2023-8,Vania de Fatima Matias de Souza,UEM,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421881/2023-2,Michel da Costa,UNIMES,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403658/2023-3,Aline Daiane Nunes Mascarenhas,UNEB,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402315/2023-5,Alex Sander da Silva,UNESC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404253/2023-7,Cristiane Paiva Alves,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421896/2023-0,Halferd Carlos Ribeiro Junior,UFFS,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404705/2023-5,Celi Correa Neres,UEMS,MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404902/2023-5,Dulce Mari da Silva Voss,UNIPAMPA,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401591/2023-9,Joao Paulo Cunha de Menezes,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408093/2023-4,Ricardo Pires de Paula,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404913/2023-7,Elieuza Aparecida de Lima,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409577/2023-5,Ricardo Roberto Plaza Teixeira,IFSP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406727/2023-6,Ana Karina Brenner,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407079/2023-8,Mad Ana Desiree Ribeiro de Castro,IFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408954/2023-0,Patricia Maria Uchoa Simoes,FUNDAJ,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407775/2023-4,Nayara Tatianna Santos da Costa,UFCG,PB,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421133/2023-6,Luciana Boemer Cesar Pereira,UTFPR,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407974/2023-7,Diego de Matos Gondim,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403294/2023-1,Sebastiao Silva Soares,UFT,TO,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403451/2023-0,Magda de Abreu Vicente,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409179/2023-0,Monica Cristina Henriques Leite Olender,UFJF,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420511/2023-7,Fabiana Curtopassi Pioker-Hara,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407096/2023-0,Carlos Nazareno Ferreira Borges,PM/VilaVelha,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406059/2023-3,Bianca Della Libera da Silva,IBC,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402744/2023-3,Maria Nazareth de Souza Salutto de Mattos,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420529/2023-3,Suzane da Rocha Vieira Goncalves,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421246/2023-5,Patricia Souza Marchand,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405985/2023-1,Lucineide Barros Medeiros,UESPI,PI,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407566/2023-6,Sonia Aparecida Siquelli,USF,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409451/2023-1,Fernanda Barros,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,422103/2023-3,Waldiney Cavalcante de Mello,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403207/2023-1,Fernando Guedes Cury,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404167/2023-3,Eliana Maria do Sacramento Soares,UCS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420889/2023-0,Raquel Pereira Soares,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406542/2023-6,Viviane de Bona,EDUFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421235/2023-3,Neliane Raquel Macedo Aquino,IFMA,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402340/2023-0,Geraldo Antonio da Rosa,UCS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404600/2023-9,Tamara de Andrade Lindau,UNIVAG,MT,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420825/2023-1,Cintia Borges de Almeida,UESC,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402206/2023-1,Leticia Rocha Machado,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402768/2023-0,Graca Regina Franco da Silva Reis,UFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407516/2023-9,Simone Silveira Amorim,UNIT,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420748/2023-7,Juliana Pizani,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421115/2023-8,Tiago de Oliveira,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421306/2023-8,Julio Cesar Serafim Casini,IFSP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404200/2023-0,Marisa da Silva Dias,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405110/2023-5,Patricia Sandalo Pereira,UFMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408973/2023-4,Barbara Winiarski Diesel Novaes,UTFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404766/2023-4,Rozelaine de Fatima Franzin,URI,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404389/2023-6,Valdelaine da Rosa Mendes,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409529/2023-0,Carolina Borghi Mendes,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405288/2023-9,Mariana Conceicao de Souza,FIOCRUZ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420115/2023-4,Cristina Maria Pescador,UCS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421440/2023-6,Ronilson de Souza Luiz,CAES,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421513/2023-3,Vilmar Gomes da Fonseca,IFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405943/2023-7,Francisco Jose Rengifo Herrera,UnB,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420126/2023-6,Valeria Marques de Oliveira,AEDB,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405827/2023-7,Claudia Rodrigues de Freitas,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409585/2023-8,Mauricio Fernandes da Silva,UFPI,PI,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403041/2023-6,Sandra Valeria Limonta Rosa,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404636/2023-3,Maria Jacqueline Girao Soares de Lima,FE/UFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401955/2023-0,Vagner Santos da Cruz,IBC,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407362/2023-1,Ana Maria Klein,CNPq,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402008/2023-5,Linlya Natassia Sachs Camerlengo de Barbosa,UTFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401950/2023-9,Elaine Conte,UNILASALLE,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404162/2023-1,Luciana Cristina Salvatti Coutinho,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406289/2023-9,Luciana Backes,UNILASALLE,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407932/2023-2,Luiz Artur dos Santos Cestari,UESB,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405102/2023-2,Maria Claudia Silva do Carmo,UEFS,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420478/2023-0,Shirleide Pereira da Silva Cruz,UnB,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403932/2023-8,Francisco Jose Pegado Abilio,UFPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407756/2023-0,Wagner Ragi Curi Filho,UFOP,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404982/2023-9,Fernando Jose Martins,UNIOESTE,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409783/2023-4,Antonia Lis de Maria Martins Torres,FACED,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404729/2023-1,Lucia de Fatima Dinelli Estevinho,UFU,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409445/2023-1,Arnaldo Sifuentes Pinheiro Leitao,IFSULDEMINAS,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409135/2023-2,Elaine Luciana Sobral Dantas,UFERSA,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420509/2023-2,Valdeniza Maria Lopes da Barra,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404960/2023-5,Elaine da Silva Ramos,UFGD,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409638/2023-4,Giulianna Paiva Viana de Andrade Souza,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421864/2023-0,Rosenilton Silva de Oliveira,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420233/2023-7,Camila Regina Rostirola,UNOESC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407714/2023-5,Maria Eliza Mattosinho Bernardes,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,422041/2023-8,Neville Julio de Vilasboas e Santos,IFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404801/2023-4,Marcondes de Lima Nicacio,IFAC,AC,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404707/2023-8,Maria Cecilia de Chiara Moco,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407029/2023-0,Teodoro Adriano Costa Zanardi,PUC Minas,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420882/2023-5,Sandro da Silva Cordeiro,NEI/CAP/UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407390/2023-5,Ana Cristina Ghisleni,UVA/RJ,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408509/2023-6,Everton Luiz Simon,UNISC,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408933/2023-2,Juscileide Braga de Castro,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405400/2023-3,Carollina Carvalho Ramos de Lima,UFBA,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420011/2023-4,Edison Trombeta de Oliveira,UNISO,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420881/2023-9,Roberta Rocha Borges,FFCL,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420557/2023-7,Cicero Magerbio Gomes Torres,URCA,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420277/2023-4,Irlane Maia de Oliveira,GOVERNO/AM,AM,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401906/2023-0,Valeria Silva Ferreira,UNIVALI,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421485/2023-0,Francisco Antonio Machado Araujo,UFDPAR,PI,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404341/2023-3,Elisa Boff,UCS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404297/2023-4,Saionara Figueiredo Santos,IFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,422019/2023-2,Gustavo Rebelo Coelho de Oliveira,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403446/2023-6,Maria de Fatima Ramos de Andrade,MACKENZIE,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405809/2023-9,Guilherme Francisco Ferreira,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420317/2023-6,Esoly Madeleine Bento dos Santos,UFF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421585/2023-4,Roselane Duarte Ferraz,UESB,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404733/2023-9,Henrique Marins de Carvalho,IFSP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408780/2023-1,Jeferson Muniz Alves Gracioli,UFNT,TO,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421334/2023-1,Lucia Gracia Ferreira Trindade,UFRB,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402441/2023-0,Rubens Barbosa Filho,UEMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403066/2023-9,Maria Teresa Zampieri,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409188/2023-9,Rafael Henriques Longaresi,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408301/2023-6,Lisiane Cezar de Oliveira,IFRS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407859/2023-3,Carlos Henrique de Lucas,UFOB,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409281/2023-9,Daniela Finco,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420952/2023-3,Geraldo Alves Sobral Junior,IFAL SATUBA,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403849/2023-3,Edilson Leite da Silva,UFCG,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404324/2023-1,Helenise Sangoi Antunes,UFSM,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421505/2023-0,Diogo Pereira Bezerra,IFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420400/2023-0,Leila Thomazelli Thieghi,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409466/2023-9,Veronica Gesser,UNIVALI,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409975/2023-0,Victor Julierme Santos da Conceicao,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408356/2023-5,Andre Bocchetti,UFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402018/2023-0,Nora Lia Maidana,IFUSP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409876/2023-2,Rosangela Vidal de Souza Araujo,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409165/2023-9,Carla Cristina Pompeu,UFTM,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401949/2023-0,Luis Henrique Rodrigues,UFABC,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404594/2023-9,Aline Sommerhalder,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421226/2023-4,Josue Jose de Carvalho Filho,UNIR,RO,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421363/2023-1,Debora da Silva Soares,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406118/2023-0,Aguinaldo Cesar Surdi,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405705/2023-9,Marcelo Alves Barros,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409921/2023-8,Halina Macedo Leal,FURB,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403390/2023-0,Giancarlo Cordeiro da Costa,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405869/2023-1,Phyllipe de Souza Lima Francisco,UNIFEI,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,407410/2023-6,Samuel Penteado Urban,UERN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,408166/2023-1,Adriana Franco de Queiroz,UFBA,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,404007/2023-6,Daniel Oliveira de Lima,IFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405902/2023-9,Andreia Osti,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,401688/2023-2,Dinora Tereza Zucchetti,FEEVALE,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,402784/2023-5,Cleidinaldo Aguiar Souza,UFPI,PI,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,420762/2023-0,Vanessa Weber de Castro,CP II,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406234/2023-0,Adriana Castro Araujo,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,403229/2023-5,Jefferson Marcal da Rocha,UNIPAMPA,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,409303/2023-2,Sergio Luis do Nascimento,PUC,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,406842/2023-0,Antonio Batista Pereira,URI,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,421038/2023-3,Tatiana Bezerra Fagundes,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,ED,405426/2023-2,Mirian Celia Castellain Guebert,CAPES,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
